ID,Related_protein,Related_protein_id,GeneName_Standarized,Related_protein_gene_name,UniprotAC,MIC_id,SpeciesName,Strain,StrainID,Drugid,Drug_Name,Type,Type_2,Microbiota_Site,Metabolites,Metabolites_CID,Metabolites_ID,KM,KM_combination,Metabolism_Type,Metabolism_Effect_on_Drug,Microbiota_Influence,Experiment_Materials,Experiment_Model_Species,Model_Condition_Disease,Experiment_Methods,Metabolism_Mechanism,Notes
MD03805,.,.,.,.,.,MC00184,Enterocloster bolteae,Clostridium bolteae ATCC BAA-613,411902,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Enterocloster bolteae (strain: Clostridium bolteae ATCC BAA-613 ) [FDR-corrected p-value (pFDR) = 0.015 , log2(fold change)= -0.96 ]",.
MD03836,.,.,.,.,.,MC00553,Subdoligranulum variabile,Subdoligranulum variabile DSM 15176,411471,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Subdoligranulum variabile (strain: Subdoligranulum variabile DSM 15176 ) [FDR-corrected p-value (pFDR) = 0.023 , log2(fold change)= -0.7 ]",.
MD04046,.,.,.,.,.,MC00085,Bacteroides ovatus,Bacteroides ovatus ATCC 8483,411476,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Bacteroides ovatus (strain: Bacteroides ovatus ATCC 8483 ) [FDR-corrected p-value (pFDR) = 0.005 , log2(fold change)= -0.357 ]",.
MD04138,.,.,.,.,.,MC00099,Odoribacter splanchnicus,.,.,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Odoribacter splanchnicus [FDR-corrected p-value (pFDR) = 0.012 , log2(fold change)= -0.772 ]",.
MD04215,.,.,.,.,.,MC00009,Clostridium Scindens,Clostridium scindens ATCC 35704,411468,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Clostridium scindens (strain: Clostridium scindens ATCC 35704 ) [FDR-corrected p-value (pFDR) = 0.02 , log2(fold change)= 0.575 ]",.
MD04666,.,.,.,.,.,MC00294,Bacteroides xylanisolvens,Bacteroides xylanisolvens DSM18836,.,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Bacteroides xylanisolvens (strain: Bacteroides xylanisolvens DSM18836 ) [FDR-corrected p-value (pFDR) = 0.026 , log2(fold change)= -0.782 ]",.
MD04740,.,.,.,.,.,MC00542,Bacteroides pectinophilus,Bacteroides pectinophilus ATCC 43243,483218,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Bacteroides pectinophilus (strain: Bacteroides pectinophilus ATCC 43243 ) [FDR-corrected p-value (pFDR) = 0.026 , log2(fold change)= -0.332 ]",.
MD04925,.,.,.,.,.,MC00012,Anaerobutyricum hallii,Eubacterium hallii DSM 3353,.,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Anaerobutyricum hallii (strain: Eubacterium hallii DSM 3353 ) [FDR-corrected p-value (pFDR) = 0.035 , log2(fold change)= -0.219 ]",.
MD05018,.,.,.,.,.,MC00216,Ruminococcus lactaris,Ruminococcus lactaris ATCC 29176,471875,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Ruminococcus lactaris (strain: Ruminococcus lactaris ATCC 29176 ) [FDR-corrected p-value (pFDR) = 0.044 , log2(fold change)= -0.906 ]",.
MD05315,.,.,.,.,.,MC00159,Alistipes indistinctus,Alistipes indistinctus DSM 22520,.,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Alistipes indistinctus (strain: Alistipes indistinctus DSM 22520 ) [FDR-corrected p-value (pFDR) = 0.018 , log2(fold change)= -0.622 ]",.
MD05409,.,.,.,.,.,MC00177,Collinsella aerofaciens,Collinsella aerofaciens ATCC 25986,411903,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Collinsella aerofaciens (strain: Collinsella aerofaciens ATCC 25986 ) [FDR-corrected p-value (pFDR) = 0.035 , log2(fold change)= 0.633 ]",.
MD05554,.,.,.,.,.,MC00087,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron 3731,.,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Bacteroides thetaiotaomicron (strain: Bacteroides thetaiotaomicron 3731 ) [FDR-corrected p-value (pFDR) = 0.05 , log2(fold change)= -0.464 ]",.
MD05621,.,.,.,.,.,MC00088,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,411479,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Bacteroides uniformis (strain: Bacteroides uniformis ATCC 8492 ) [FDR-corrected p-value (pFDR) = 0.003 , log2(fold change)= -0.839 ]",.
MD05729,.,.,.,.,.,MC00001,Phocaeicola vulgatus,Phocaeicola vulgatus ATCC 8482,435590,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Phocaeicola vulgatus (strain: Phocaeicola vulgatus ATCC 8482 ) [FDR-corrected p-value (pFDR) = 0.021 , log2(fold change)= -0.708 ]",.
MD05823,.,.,.,.,.,MC00100,Parabacteroides distasonis,Parabacteroides distasonis ATCC 8503,435591,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Parabacteroides distasonis (strain: Parabacteroides distasonis ATCC 8503 ) [FDR-corrected p-value (pFDR) = 0.022 , log2(fold change)= -0.399 ]",.
MD05955,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis NCTC 9343,272559,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis NCTC 9343 ) [FDR-corrected p-value (pFDR) = 0.015 , log2(fold change)= -0.876 ]",.
MD05989,.,.,.,.,.,MC00544,Blautia luti,Blautia luti DSM 14534,649762,DR0338,Idebenone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Idebenone,In vitro,.,.,High-throughput drug screening assays,"The level of Idebenone was significantly reduced by the Blautia luti (strain: Blautia luti DSM 14534 ) [FDR-corrected p-value (pFDR) = 0.006 , log2(fold change)= -5.089 ]",.
MD00243,.,.,.,.,.,MC00082,Bacteroides eggerthii,.,.,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,Gut,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imatinib,In vitro,.,.,.,"The Bacteroides eggerthii has been reported to metabolic modification of Imatinib, thereby affecting drug activity.",.
MD00348,.,.,.,.,.,MC00086,Bacteroides stercoris,.,.,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,Gut,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imatinib,In vitro,.,.,.,"The Bacteroides stercoris has been reported to metabolic modification of Imatinib, thereby affecting drug activity.",.
MD00414,.,.,.,.,.,MC00001,Phocaeicola vulgatus,.,.,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,Gut,.,.,.,.,.,.,activation of drug,Activating the drug Imatinib,In vitro,.,.,.,The Phocaeicola vulgatus has been reported to activate the drug Imatinib.,.
MD01741,.,.,.,.,.,MC00367,Parabacteroides johnsonii,.,.,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,Gut,.,.,.,.,.,.,activation of drug,Activating the drug Imatinib,In vitro,.,.,.,The Parabacteroides johnsonii has been reported to activate the drug Imatinib.,.
MD03783,.,.,.,.,.,MC00525,Anaerostipes sp.,.,.,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Imatinib,In vitro,.,.,High-throughput drug screening assays,"The level of Imatinib was significantly reduced by the Anaerostipes sp. [FDR-corrected p-value (pFDR) = 0.037 , log2(fold change)= -0.405 ]",.
MD04008,.,.,.,.,.,MC00082,Bacteroides eggerthii,Bacteroides eggerthii DSM 20697,483216,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Imatinib,In vitro,.,.,High-throughput drug screening assays,"The level of Imatinib was significantly reduced by the Bacteroides eggerthii (strain: Bacteroides eggerthii DSM 20697 ) [FDR-corrected p-value (pFDR) = 0.028 , log2(fold change)= 0.495 ]",.
MD04500,.,.,.,.,.,MC00526,Bacteroides finegoldii,Bacteroides finegoldii DSM 17565,483215,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Imatinib,In vitro,.,.,High-throughput drug screening assays,"The level of Imatinib was significantly reduced by the Bacteroides finegoldii (strain: Bacteroides finegoldii DSM 17565 ) [FDR-corrected p-value (pFDR) = 0.041 , log2(fold change)= 0.491 ]",.
MD04876,.,.,.,.,.,MC00367,Parabacteroides johnsonii,Parabacteroides johnsonii DSM 18315,537006,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Imatinib,In vitro,.,.,High-throughput drug screening assays,"The level of Imatinib was significantly reduced by the Parabacteroides johnsonii (strain: Parabacteroides johnsonii DSM 18315 ) [FDR-corrected p-value (pFDR) = 0.019 , log2(fold change)= -0.321 ]",.
MD05141,.,.,.,.,.,MC00086,Bacteroides stercoris,Bacteroides stercoris ATCC 43183,449673,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Imatinib,In vitro,.,.,High-throughput drug screening assays,"The level of Imatinib was significantly reduced by the Bacteroides stercoris (strain: Bacteroides stercoris ATCC 43183 ) [FDR-corrected p-value (pFDR) = 0.03 , log2(fold change)= 0.446 ]",.
MD05757,.,.,.,.,.,MC00001,Phocaeicola vulgatus,Phocaeicola vulgatus ATCC 8482,435590,DR0339,Imatinib,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Imatinib,In vitro,.,.,High-throughput drug screening assays,"The level of Imatinib was significantly reduced by the Phocaeicola vulgatus (strain: Phocaeicola vulgatus ATCC 8482 ) [FDR-corrected p-value (pFDR) = 0.028 , log2(fold change)= -0.453 ]",.
MD00012,Carbapenemase,P0436,axc,Carbapenemase (axc),A0A3G1JAD7_ALCXX,MC00075,Achromobacter xylosoxidans,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,Hydrolysis,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein Carbapenemase (axc) of Achromobacter xylosoxidans has been reported to metabolic modification of Imipenem, thereby affecting drug activity.","direct Axc mediated hydrolysis of imipenem was demonstrated using pH shift assays and1H-NMR, confirming Axc as a legitimate carbapenemase"
MD00028,Beta-lactamase,P0429,blaIMP,Beta-lactamase (blaIMP),A0A1B1FBM9_ACIBA,MC00073,Acinetobacter baumannii,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein Beta-lactamase (blaIMP) of Acinetobacter baumannii has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
MD00062,Carbapenemase,P0423,cphA,Carbapenemase (cphA),BLAB_AERHY,MC00410,Aeromonas hydrophila,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein Carbapenemase (cphA) of Aeromonas hydrophila has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
MD00581,AmpC Beta-lactamase,P0355,ampC,AmpC Beta-lactamase (ampC),A0A0H3KQ39_BURM1,MC00120,Burkholderia multivorans,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,Catalytic activity,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein AmpC Beta-lactamase (ampC) of Burkholderia multivorans has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
MD00620,Beta-lactamase,P0337,blaB,Beta-lactamase (blaB),A0A1M5PLB6_9FLAO,MC00411,Chryseobacterium oranimense,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein Beta-lactamase (blaB) of Chryseobacterium oranimense has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
MD00631,Beta-lactamase,P0334,blaCMY-83,Beta-lactamase (blaCMY-83),K0GG60_CITBR,MC00291,Citrobacter braakii,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein Beta-lactamase (blaCMY-83) of Citrobacter braakii has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
MD00633,Beta-lactamase,P0332,blaB,Beta-lactamase (blaB),A0A223JZR3_9ENTR,MC00037,Citrobacter farmeri,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein Beta-lactamase (blaB) of Citrobacter farmeri has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
MD00659,Beta-lactamase,P0330,ampC,Beta-lactamase (ampC),AMPC_CITFR,MC00038,Citrobacter freundii,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein Beta-lactamase (ampC) of Citrobacter freundii has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
MD00672,Carbapenemase,P0328,ampC,Carbapenemase (ampC),Q8L1M8_9ENTR,MC00412,Citrobacter youngae,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein Carbapenemase (ampC) of Citrobacter youngae has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
MD00842,Beta-lactamase,P0290,blaFRI-4,Beta-lactamase (blaFRI-4),A0A1S7IV31_ENTAS,MC00127,Enterobacter cancerogenus,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imipenem,.,.,.,.,"The protein Beta-lactamase (blaFRI-4) of Enterobacter cancerogenus has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
MD00848,Beta-lactamase,P0291,blaFRI-4,Beta-lactamase (blaFRI-4),A0A1S7IV31_ENTAS,MC00070,Enterobacter cloacae,.,.,DR0340,Imipenem,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Imipenem,.,Human,.,.,"The protein Beta-lactamase (blaFRI-4) of Enterobacter cloacae has been reported to metabolic modification of Imipenem, thereby affecting drug activity.",.
